button.numClicks,button.timesOn,button.timesOff,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate,space_key_responce.keys,space_key_responce.rt,demo_encoding_response.keys,demo_encoding_response.corr,demo_encoding_loop.thisRepN,demo_encoding_loop.thisTrialN,demo_encoding_loop.thisN,demo_encoding_loop.thisIndex,demo_encoding_loop.ran,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisRepN,demo_test_loop.thisTrialN,demo_test_loop.thisN,demo_test_loop.thisIndex,demo_test_loop.ran,DemoImage1,DemoImage2,DemoCorrectTest,test_encoding_response.keys,test_encoding_response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,target_image,pair,layer,correct,key_resp_end.keys,key_resp_end.rt,test_test_response.keys,test_test_response.corr,test_test_response.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image2
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,right,0,1.2004,0,8,8,8,1,2883273443-68193.jpg,2883254439-140940.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,left,1,1.3388,0,9,9,9,1,2883256307-365057.jpg,2964210336-293945.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,left,1,0.6278,0,10,10,10,1,2898634397-367080.jpg,2964217461-294238.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,right,1,0.2136,0,11,11,11,1,2868487415-213924.jpg,2460547467-349422.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,right,1,0.2204,0,12,12,12,1,2883268412-365899.jpg,2864910426-287204.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,right,1,0.1084,0,13,13,13,1,2237858942-299356.jpg,2452380832-348593.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,right,0,0.2103,0,14,14,14,1,2901939379-143480.jpg,2898632385-217139.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,left,1,0.1085,0,15,15,15,1,2964218374-144967.jpg,2446759306-271734.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,left,0,0.9163,0,16,16,16,1,2898618327-366317.jpg,2901941401-292798.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,right,1,0.7155,0,17,17,17,1,2460547536-274178.jpg,2449442529-124446.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,left,0,0.9313,0,18,18,18,1,2964207374-144577.jpg,2898617468-68274.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,left,1,0.1073,0,19,19,19,1,2898635428-69104.jpg,2446759803-49250.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,right,1,0.0074,0,20,20,20,1,2592380255-205553.jpg,2238560245-182099.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,left,1,0.1093,0,21,21,21,1,2898633421-291973.jpg,2575118671-277663.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,right,0,0.0076,0,22,22,22,1,2964213381-294060.jpg,2964213381-294061.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,left,0,0.0074,0,23,23,23,1,2427874554-121863.jpg,2458347385-199723.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,left,1,0.1079,0,24,24,24,1,2592380177-354626.jpg,2864901386-286797.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,right,0,0.0076,0,25,25,25,1,2874303365-214262.jpg,2274829821-263682.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,right,1,0.1113,0,26,26,26,1,2238573546-258454.jpg,2238480677-317399.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,left,0,0.1091,0,27,27,27,1,2981240424-145794.jpg,2964222378-71332.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,right,1,0.0076,0,28,28,28,1,2883266367-365742.jpg,2874299429-139694.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,left,0,0.1144,0,29,29,29,1,2238436252-314037.jpg,2883268412-365898.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,left,1,0.1087,0,30,30,30,1,2238428357-313623.jpg,2238499057-320266.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,left,1,0.1085,0,31,31,31,1,2898618444-142233.jpg,2898631359-142721.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,right,1,0.1099,0,32,32,32,1,2868474407-362885.jpg,2868475410-213219.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,right,1,0.214,0,33,33,33,1,2984615358-72439.jpg,2874307433-66280.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,left,1,0.1083,0,34,34,34,1,2592379964-131054.jpg,2592380272-354673.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,left,1,0.221,0,35,35,35,1,2460547508-51571.jpg,2452380166-273109.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,right,0,0.0076,0,36,36,36,1,2964223381-294447.jpg,2427874231-269884.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,left,0,0.1119,0,37,37,37,1,2238571930-184143.jpg,2238572663-35822.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,left,0,0.1111,0,38,38,38,1,2981236443-71859.jpg,2898624426-291546.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,right,0,0.1192,0,39,39,39,1,2901947423-70311.jpg,2238577590-185467.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,right,0,20.6209,0,40,40,40,1,2446759803-49249.jpg,2901951392-368654.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,left,1,1.0675,0,41,41,41,1,2238425482-313537.jpg,2238471391-240918.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,left,1,1.2633,0,42,42,42,1,2238481928-19949.jpg,2864900357-361688.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,right,1,0.9609,0,43,43,43,1,2446760917-347439.jpg,2874299429-139695.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,left,0,0.8692,0,44,44,44,1,2446758985-197610.jpg,2901939379-143479.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,right,1,1.3549,0,45,45,45,1,2901947448-70314.jpg,2883268471-290842.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,right,1,0.4793,0,46,46,46,1,2981240424-145795.jpg,2446758985-197609.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,left,0,0.2381,0,47,47,47,1,2898632385-217138.jpg,2452381505-199546.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,right,0,0.0863,0,48,48,48,1,2986451363-73598.jpg,2901942443-69925.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,left,0,0.0053,0,49,49,49,1,2864907361-287062.jpg,2901952513-70703.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,right,1,0.323,0,50,50,50,1,2575120738-55528.jpg,2575120738-55529.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,right,0,1.7303,0,51,51,51,1,2868474407-362883.jpg,2901948383-70363.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,left,0,0.3178,0,52,52,52,1,2989726338-74002.jpg,2864907432-362042.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,right,1,0.3205,0,53,53,53,1,2898619327-366362.jpg,2964216465-219242.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,left,1,0.0046,0,54,54,54,1,2874301407-363895.jpg,2446761374-124213.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,right,0,0.082,0,55,55,55,1,2238481198-19822.jpg,2862691449-137104.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,left,1,0.1699,0,56,56,56,1,2460547467-349421.jpg,2981235446-294901.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,right,0,0.005,0,57,57,57,1,2592380177-354629.jpg,2898633421-291974.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,left,1,0.0822,0,58,58,58,1,2874302418-65978.jpg,2238481198-19823.jpg
,,,AS66AO98XNCUP,32,male,3,2022-09-25_06h15.28.229,memory_pilot_most_recent,2022.2.4,Win32,16.77767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,right,0,0.8767,0,59,59,59,1,2512875899-126682.jpg,2592380177-354628.jpg
